index,product,category,sale_price,brand,description,barcode
761,Tropicana Orange Juice,Beverages,4601.24,PepsiCo,PepsiCo Tropicana Orange Juice available in Indian market.,8900000000761
762,Parle-G Biscuits,Food,4969.01,Parle,Parle Parle-G Biscuits available in Indian market.,8900000000762
763,Amul Paneer,Dairy,604.39,Govardhan,Govardhan Amul Paneer available in Indian market.,8900000000763
764,OnePlus Data Cable,Electronics,2871.98,Boat,Boat OnePlus Data Cable available in Indian market.,8900000000764
765,Nestle Yogurt,Dairy,2692.14,Mother Dairy,Mother Dairy Nestle Yogurt available in Indian market.,8900000000765
766,Puma Sports T-Shirt,Fashion,2237.26,Puma,Puma Puma Sports T-Shirt available in Indian market.,8900000000766
767,Britannia Bread,Food,4120.45,Fortune,Fortune Britannia Bread available in Indian market.,8900000000767
768,Harpic Toilet Cleaner,Home Care,13.84,Godrej,Godrej Harpic Toilet Cleaner available in Indian market.,8900000000768
769,Dettol Handwash,Personal Care,376.63,Emami,Emami Dettol Handwash available in Indian market.,8900000000769
770,Parle-G Biscuits,Food,3555.5,Tata,Tata Parle-G Biscuits available in Indian market.,8900000000770
771,Lizol Floor Cleaner,Home Care,1882.7,Reckitt,Reckitt Lizol Floor Cleaner available in Indian market.,8900000000771
772,Amul Paneer,Dairy,2025.48,Mother Dairy,Mother Dairy Amul Paneer available in Indian market.,8900000000772
773,Coca-Cola 500ml,Beverages,1193.34,Coca-Cola,Coca-Cola Coca-Cola 500ml available in Indian market.,8900000000773
774,Domex Cleaner,Home Care,3326.28,Hindustan Unilever,Hindustan Unilever Domex Cleaner available in Indian market.,8900000000774
775,Lizol Floor Cleaner,Home Care,3852.0,Godrej,Godrej Lizol Floor Cleaner available in Indian market.,8900000000775
776,Vim Dishwash Gel,Home Care,4885.12,Godrej,Godrej Vim Dishwash Gel available in Indian market.,8900000000776
777,Clinic Plus Shampoo,Personal Care,3185.98,Dettol,Dettol Clinic Plus Shampoo available in Indian market.,8900000000777
778,Domex Cleaner,Home Care,3314.77,SC Johnson,SC Johnson Domex Cleaner available in Indian market.,8900000000778
779,Amul Butter,Dairy,4814.35,Govardhan,Govardhan Amul Butter available in Indian market.,8900000000779
780,Van Heusen Tie,Fashion,64.79,Raymond,Raymond Van Heusen Tie available in Indian market.,8900000000780
781,Pepsi 500ml,Beverages,1401.57,Coca-Cola,Coca-Cola Pepsi 500ml available in Indian market.,8900000000781
782,Tropicana Orange Juice,Beverages,2218.23,Coca-Cola,Coca-Cola Tropicana Orange Juice available in Indian market.,8900000000782
783,Good Day Cookies,Food,3385.54,ITC,ITC Good Day Cookies available in Indian market.,8900000000783
784,Boat Headphones,Electronics,1573.27,Boat,Boat Boat Headphones available in Indian market.,8900000000784
785,Odonil Air Freshener,Home Care,3867.77,Reckitt,Reckitt Odonil Air Freshener available in Indian market.,8900000000785
786,Parle-G Biscuits,Food,822.29,ITC,ITC Parle-G Biscuits available in Indian market.,8900000000786
787,Good Day Cookies,Food,2829.74,Tata,Tata Good Day Cookies available in Indian market.,8900000000787
788,Domex Cleaner,Home Care,2661.98,Reckitt,Reckitt Domex Cleaner available in Indian market.,8900000000788
789,Govardhan Ghee,Dairy,2893.95,Britannia,Britannia Govardhan Ghee available in Indian market.,8900000000789
790,Mi Power Bank 10000mAh,Electronics,4519.62,Boat,Boat Mi Power Bank 10000mAh available in Indian market.,8900000000790
791,Puma Sports T-Shirt,Fashion,3696.51,Peter England,Peter England Puma Sports T-Shirt available in Indian market.,8900000000791
792,Real Fruit Juice,Beverages,2342.33,Coca-Cola,Coca-Cola Real Fruit Juice available in Indian market.,8900000000792
793,Lizol Floor Cleaner,Home Care,2866.19,Hindustan Unilever,Hindustan Unilever Lizol Floor Cleaner available in Indian market.,8900000000793
794,Pepsi 500ml,Beverages,3231.37,Parle Agro,Parle Agro Pepsi 500ml available in Indian market.,8900000000794
795,Bata Sandals,Fashion,3312.53,Raymond,Raymond Bata Sandals available in Indian market.,8900000000795
796,HP Keyboard,Electronics,1063.12,Mi,Mi HP Keyboard available in Indian market.,8900000000796
797,Bata Sandals,Fashion,2461.06,Allen Solly,Allen Solly Bata Sandals available in Indian market.,8900000000797
798,Real Fruit Juice,Beverages,3547.41,PepsiCo,PepsiCo Real Fruit Juice available in Indian market.,8900000000798
799,Red Bull,Beverages,1410.89,Parle Agro,Parle Agro Red Bull available in Indian market.,8900000000799
800,Britannia Bread,Food,4570.1,Fortune,Fortune Britannia Bread available in Indian market.,8900000000800
801,Pepsi 500ml,Beverages,4428.95,Tropicana,Tropicana Pepsi 500ml available in Indian market.,8900000000801
802,Amul Butter,Dairy,2725.21,Nestle,Nestle Amul Butter available in Indian market.,8900000000802
803,Paper Boat Drink,Beverages,2194.77,Parle Agro,Parle Agro Paper Boat Drink available in Indian market.,8900000000803
804,Fair & Lovely Cream,Personal Care,2534.83,Lifebuoy,Lifebuoy Fair & Lovely Cream available in Indian market.,8900000000804
805,OnePlus Data Cable,Electronics,562.93,Zebronics,Zebronics OnePlus Data Cable available in Indian market.,8900000000805
806,Bata Sandals,Fashion,675.46,Van Heusen,Van Heusen Bata Sandals available in Indian market.,8900000000806
807,Bata Sandals,Fashion,1409.38,Puma,Puma Bata Sandals available in Indian market.,8900000000807
808,Bata Sandals,Fashion,1898.43,Bata,Bata Bata Sandals available in Indian market.,8900000000808
809,Nestle Yogurt,Dairy,2321.17,Govardhan,Govardhan Nestle Yogurt available in Indian market.,8900000000809
810,Boat Headphones,Electronics,2095.31,Zebronics,Zebronics Boat Headphones available in Indian market.,8900000000810
811,Red Bull,Beverages,4667.65,Tropicana,Tropicana Red Bull available in Indian market.,8900000000811
812,Logitech Webcam,Electronics,2865.25,Samsung,Samsung Logitech Webcam available in Indian market.,8900000000812
813,Britannia Bread,Food,608.54,Britannia,Britannia Britannia Bread available in Indian market.,8900000000813
814,Good Day Cookies,Food,960.26,Tata,Tata Good Day Cookies available in Indian market.,8900000000814
815,Coca-Cola 500ml,Beverages,4206.64,PepsiCo,PepsiCo Coca-Cola 500ml available in Indian market.,8900000000815
816,Puma Sports T-Shirt,Fashion,4061.51,Peter England,Peter England Puma Sports T-Shirt available in Indian market.,8900000000816
817,Tropicana Orange Juice,Beverages,623.61,Dabur,Dabur Tropicana Orange Juice available in Indian market.,8900000000817
818,Amul Taaza Milk,Dairy,3669.85,Nestle,Nestle Amul Taaza Milk available in Indian market.,8900000000818
819,Britannia Cheese Slices,Dairy,691.97,Amul,Amul Britannia Cheese Slices available in Indian market.,8900000000819
820,Red Label Tea,Food,4163.47,Fortune,Fortune Red Label Tea available in Indian market.,8900000000820
821,Nestle Yogurt,Dairy,1300.64,Mother Dairy,Mother Dairy Nestle Yogurt available in Indian market.,8900000000821
822,Red Bull,Beverages,2763.12,Parle Agro,Parle Agro Red Bull available in Indian market.,8900000000822
823,Surf Excel,Home Care,1775.44,Reckitt,Reckitt Surf Excel available in Indian market.,8900000000823
824,Zebronics Mouse,Electronics,1148.48,Logitech,Logitech Zebronics Mouse available in Indian market.,8900000000824
825,Bata Sandals,Fashion,1059.65,Bata,Bata Bata Sandals available in Indian market.,8900000000825
826,Ambi Pur Air Freshener,Home Care,4674.79,Hindustan Unilever,Hindustan Unilever Ambi Pur Air Freshener available in Indian market.,8900000000826
827,Red Bull,Beverages,4553.33,Parle Agro,Parle Agro Red Bull available in Indian market.,8900000000827
828,Peter England Shirt,Fashion,2846.24,Van Heusen,Van Heusen Peter England Shirt available in Indian market.,8900000000828
829,Vim Dishwash Gel,Home Care,3267.64,Godrej,Godrej Vim Dishwash Gel available in Indian market.,8900000000829
830,Zebronics Mouse,Electronics,3459.52,OnePlus,OnePlus Zebronics Mouse available in Indian market.,8900000000830
831,Raymond Formal Pants,Fashion,3758.58,Levis,Levis Raymond Formal Pants available in Indian market.,8900000000831
832,Bisleri Water 1L,Beverages,586.18,Tropicana,Tropicana Bisleri Water 1L available in Indian market.,8900000000832
833,Logitech Webcam,Electronics,4731.9,Logitech,Logitech Logitech Webcam available in Indian market.,8900000000833
834,Britannia Cheese Slices,Dairy,2308.54,Amul,Amul Britannia Cheese Slices available in Indian market.,8900000000834
835,Sunsilk Conditioner,Personal Care,4100.58,Dettol,Dettol Sunsilk Conditioner available in Indian market.,8900000000835
836,Vim Dishwash Gel,Home Care,693.01,P&G,P&G Vim Dishwash Gel available in Indian market.,8900000000836
837,Daawat Basmati Rice,Food,4111.97,Haldiram,Haldiram Daawat Basmati Rice available in Indian market.,8900000000837
838,Zebronics Mouse,Electronics,1143.69,Logitech,Logitech Zebronics Mouse available in Indian market.,8900000000838
839,Haldiram Bhujia,Food,757.26,Nestle,Nestle Haldiram Bhujia available in Indian market.,8900000000839
840,Mi Power Bank 10000mAh,Electronics,914.1,Logitech,Logitech Mi Power Bank 10000mAh available in Indian market.,8900000000840
841,Britannia Cheese Slices,Dairy,169.39,Mother Dairy,Mother Dairy Britannia Cheese Slices available in Indian market.,8900000000841
842,Van Heusen Tie,Fashion,3471.84,Allen Solly,Allen Solly Van Heusen Tie available in Indian market.,8900000000842
843,Amul Butter,Dairy,2809.33,Govardhan,Govardhan Amul Butter available in Indian market.,8900000000843
844,Amul Cheese,Dairy,1815.96,Govardhan,Govardhan Amul Cheese available in Indian market.,8900000000844
845,Govardhan Ghee,Dairy,52.11,Govardhan,Govardhan Govardhan Ghee available in Indian market.,8900000000845
846,Boat Headphones,Electronics,3706.59,Mi,Mi Boat Headphones available in Indian market.,8900000000846
847,Haldiram Bhujia,Food,3931.38,Nestle,Nestle Haldiram Bhujia available in Indian market.,8900000000847
848,Pears Soap,Personal Care,4343.66,Hindustan Unilever,Hindustan Unilever Pears Soap available in Indian market.,8900000000848
849,Aashirvaad Atta,Food,2927.92,Fortune,Fortune Aashirvaad Atta available in Indian market.,8900000000849
850,Bisleri Water 1L,Beverages,1270.27,Tropicana,Tropicana Bisleri Water 1L available in Indian market.,8900000000850
851,Logitech Webcam,Electronics,4781.33,HP,HP Logitech Webcam available in Indian market.,8900000000851
852,Britannia Bread,Food,887.56,Fortune,Fortune Britannia Bread available in Indian market.,8900000000852
853,HP Keyboard,Electronics,223.78,OnePlus,OnePlus HP Keyboard available in Indian market.,8900000000853
854,Dettol Handwash,Personal Care,341.97,Lifebuoy,Lifebuoy Dettol Handwash available in Indian market.,8900000000854
855,Paper Boat Drink,Beverages,1116.48,Coca-Cola,Coca-Cola Paper Boat Drink available in Indian market.,8900000000855
856,Daawat Basmati Rice,Food,289.43,Haldiram,Haldiram Daawat Basmati Rice available in Indian market.,8900000000856
857,Dettol Disinfectant,Home Care,4521.82,Godrej,Godrej Dettol Disinfectant available in Indian market.,8900000000857
858,Tata Salt,Food,1682.73,Haldiram,Haldiram Tata Salt available in Indian market.,8900000000858
859,Daawat Basmati Rice,Food,4203.8,Britannia,Britannia Daawat Basmati Rice available in Indian market.,8900000000859
860,Frooti Mango Drink,Beverages,4251.92,Dabur,Dabur Frooti Mango Drink available in Indian market.,8900000000860
861,Raymond Formal Pants,Fashion,4073.13,Van Heusen,Van Heusen Raymond Formal Pants available in Indian market.,8900000000861
862,Britannia Cheese Slices,Dairy,3977.68,Govardhan,Govardhan Britannia Cheese Slices available in Indian market.,8900000000862
863,Coca-Cola 500ml,Beverages,4985.17,Dabur,Dabur Coca-Cola 500ml available in Indian market.,8900000000863
864,Amul Cheese,Dairy,2587.06,Amul,Amul Amul Cheese available in Indian market.,8900000000864
865,Frooti Mango Drink,Beverages,583.45,Parle Agro,Parle Agro Frooti Mango Drink available in Indian market.,8900000000865
866,Haldiram Bhujia,Food,1031.76,Britannia,Britannia Haldiram Bhujia available in Indian market.,8900000000866
867,Mi Power Bank 10000mAh,Electronics,2826.05,Philips,Philips Mi Power Bank 10000mAh available in Indian market.,8900000000867
868,Raymond Formal Pants,Fashion,729.85,Nike,Nike Raymond Formal Pants available in Indian market.,8900000000868
869,Peter England Shirt,Fashion,420.34,Raymond,Raymond Peter England Shirt available in Indian market.,8900000000869
870,Mi Power Bank 10000mAh,Electronics,3773.54,OnePlus,OnePlus Mi Power Bank 10000mAh available in Indian market.,8900000000870
871,Odonil Air Freshener,Home Care,851.2,Godrej,Godrej Odonil Air Freshener available in Indian market.,8900000000871
872,Vim Dishwash Gel,Home Care,4857.58,Godrej,Godrej Vim Dishwash Gel available in Indian market.,8900000000872
873,Amul Taaza Milk,Dairy,1551.16,Britannia,Britannia Amul Taaza Milk available in Indian market.,8900000000873
874,Pepsi 500ml,Beverages,4590.26,Coca-Cola,Coca-Cola Pepsi 500ml available in Indian market.,8900000000874
875,Haldiram Bhujia,Food,200.74,Haldiram,Haldiram Haldiram Bhujia available in Indian market.,8900000000875
876,Amul Butter,Dairy,4868.15,Nestle,Nestle Amul Butter available in Indian market.,8900000000876
877,Frooti Mango Drink,Beverages,304.8,Coca-Cola,Coca-Cola Frooti Mango Drink available in Indian market.,8900000000877
878,Red Label Tea,Food,352.01,Haldiram,Haldiram Red Label Tea available in Indian market.,8900000000878
879,Fortune Sunflower Oil,Food,270.6,ITC,ITC Fortune Sunflower Oil available in Indian market.,8900000000879
880,Van Heusen Tie,Fashion,4779.47,Van Heusen,Van Heusen Van Heusen Tie available in Indian market.,8900000000880
881,Domex Cleaner,Home Care,1054.32,P&G,P&G Domex Cleaner available in Indian market.,8900000000881
882,Colgate Toothpaste,Personal Care,2909.44,Pears,Pears Colgate Toothpaste available in Indian market.,8900000000882
883,Aashirvaad Atta,Food,4995.66,Fortune,Fortune Aashirvaad Atta available in Indian market.,8900000000883
884,Odonil Air Freshener,Home Care,180.06,Reckitt,Reckitt Odonil Air Freshener available in Indian market.,8900000000884
885,Paper Boat Drink,Beverages,232.94,Coca-Cola,Coca-Cola Paper Boat Drink available in Indian market.,8900000000885
886,Boat Headphones,Electronics,4951.19,Philips,Philips Boat Headphones available in Indian market.,8900000000886
887,Good Day Cookies,Food,2327.43,Nestle,Nestle Good Day Cookies available in Indian market.,8900000000887
888,Dettol Handwash,Personal Care,166.6,Pears,Pears Dettol Handwash available in Indian market.,8900000000888
889,Van Heusen Tie,Fashion,652.13,Raymond,Raymond Van Heusen Tie available in Indian market.,8900000000889
890,Nike Shoes,Fashion,3556.35,Peter England,Peter England Nike Shoes available in Indian market.,8900000000890
891,Philips Trimmer,Electronics,1421.34,Boat,Boat Philips Trimmer available in Indian market.,8900000000891
892,Dettol Handwash,Personal Care,2608.98,Pears,Pears Dettol Handwash available in Indian market.,8900000000892
893,Mi Power Bank 10000mAh,Electronics,947.32,HP,HP Mi Power Bank 10000mAh available in Indian market.,8900000000893
894,Aashirvaad Atta,Food,1356.95,Parle,Parle Aashirvaad Atta available in Indian market.,8900000000894
895,Amul Paneer,Dairy,2015.23,Mother Dairy,Mother Dairy Amul Paneer available in Indian market.,8900000000895
896,Amul Butter,Dairy,2225.63,Amul,Amul Amul Butter available in Indian market.,8900000000896
897,Peter England Shirt,Fashion,545.31,Bata,Bata Peter England Shirt available in Indian market.,8900000000897
898,Maggi Noodles,Food,3593.45,Fortune,Fortune Maggi Noodles available in Indian market.,8900000000898
899,Raymond Formal Pants,Fashion,885.52,Puma,Puma Raymond Formal Pants available in Indian market.,8900000000899
900,Britannia Cheese Slices,Dairy,2822.83,Govardhan,Govardhan Britannia Cheese Slices available in Indian market.,8900000000900
901,Samsung Charger,Electronics,2363.93,Boat,Boat Samsung Charger available in Indian market.,8900000000901
902,Peter England Shirt,Fashion,4708.52,Van Heusen,Van Heusen Peter England Shirt available in Indian market.,8900000000902
903,Boat Headphones,Electronics,622.78,Boat,Boat Boat Headphones available in Indian market.,8900000000903
904,Lizol Floor Cleaner,Home Care,157.12,Hindustan Unilever,Hindustan Unilever Lizol Floor Cleaner available in Indian market.,8900000000904
905,Haldiram Bhujia,Food,4791.62,Fortune,Fortune Haldiram Bhujia available in Indian market.,8900000000905
906,Amul Butter,Dairy,1488.85,Britannia,Britannia Amul Butter available in Indian market.,8900000000906
907,Peter England Shirt,Fashion,431.83,Peter England,Peter England Peter England Shirt available in Indian market.,8900000000907
908,Philips Trimmer,Electronics,4035.79,OnePlus,OnePlus Philips Trimmer available in Indian market.,8900000000908
909,Fair & Lovely Cream,Personal Care,4085.25,Lifebuoy,Lifebuoy Fair & Lovely Cream available in Indian market.,8900000000909
910,Pepsi 500ml,Beverages,4551.82,Tropicana,Tropicana Pepsi 500ml available in Indian market.,8900000000910
911,Haldiram Bhujia,Food,3898.78,Tata,Tata Haldiram Bhujia available in Indian market.,8900000000911
912,Colgate Toothpaste,Personal Care,2743.37,Dove,Dove Colgate Toothpaste available in Indian market.,8900000000912
913,Parle-G Biscuits,Food,2897.54,Nestle,Nestle Parle-G Biscuits available in Indian market.,8900000000913
914,Pepsi 500ml,Beverages,3362.01,Coca-Cola,Coca-Cola Pepsi 500ml available in Indian market.,8900000000914
915,Britannia Cheese Slices,Dairy,3370.21,Govardhan,Govardhan Britannia Cheese Slices available in Indian market.,8900000000915
916,Lizol Floor Cleaner,Home Care,2901.24,SC Johnson,SC Johnson Lizol Floor Cleaner available in Indian market.,8900000000916
917,Peter England Shirt,Fashion,3047.44,Allen Solly,Allen Solly Peter England Shirt available in Indian market.,8900000000917
918,Dettol Handwash,Personal Care,2129.96,Hindustan Unilever,Hindustan Unilever Dettol Handwash available in Indian market.,8900000000918
919,Tropicana Orange Juice,Beverages,4102.31,PepsiCo,PepsiCo Tropicana Orange Juice available in Indian market.,8900000000919
920,Dove Shampoo,Personal Care,2552.57,Hindustan Unilever,Hindustan Unilever Dove Shampoo available in Indian market.,8900000000920
921,Daawat Basmati Rice,Food,1697.62,Britannia,Britannia Daawat Basmati Rice available in Indian market.,8900000000921
922,Allen Solly Belt,Fashion,3579.83,Van Heusen,Van Heusen Allen Solly Belt available in Indian market.,8900000000922
923,Ambi Pur Air Freshener,Home Care,4147.61,SC Johnson,SC Johnson Ambi Pur Air Freshener available in Indian market.,8900000000923
924,Real Fruit Juice,Beverages,4523.43,Tropicana,Tropicana Real Fruit Juice available in Indian market.,8900000000924
925,Philips Trimmer,Electronics,2793.81,Logitech,Logitech Philips Trimmer available in Indian market.,8900000000925
926,Levis Jeans,Fashion,936.42,Bata,Bata Levis Jeans available in Indian market.,8900000000926
927,Mi Power Bank 10000mAh,Electronics,477.2,Philips,Philips Mi Power Bank 10000mAh available in Indian market.,8900000000927
928,Pepsi 500ml,Beverages,2450.27,Tropicana,Tropicana Pepsi 500ml available in Indian market.,8900000000928
929,Red Bull,Beverages,153.23,Parle Agro,Parle Agro Red Bull available in Indian market.,8900000000929
930,Levis Jeans,Fashion,1899.11,Bata,Bata Levis Jeans available in Indian market.,8900000000930
931,Boat Headphones,Electronics,824.54,Mi,Mi Boat Headphones available in Indian market.,8900000000931
932,Boat Headphones,Electronics,725.09,Philips,Philips Boat Headphones available in Indian market.,8900000000932
933,Lifebuoy Handwash,Personal Care,4496.43,Hindustan Unilever,Hindustan Unilever Lifebuoy Handwash available in Indian market.,8900000000933
934,Puma Sports T-Shirt,Fashion,4478.59,Raymond,Raymond Puma Sports T-Shirt available in Indian market.,8900000000934
935,Good Day Cookies,Food,1154.21,Nestle,Nestle Good Day Cookies available in Indian market.,8900000000935
936,Philips Trimmer,Electronics,2632.13,Mi,Mi Philips Trimmer available in Indian market.,8900000000936
937,Real Fruit Juice,Beverages,1905.1,Coca-Cola,Coca-Cola Real Fruit Juice available in Indian market.,8900000000937
938,Real Fruit Juice,Beverages,4621.25,Dabur,Dabur Real Fruit Juice available in Indian market.,8900000000938
939,Mi Power Bank 10000mAh,Electronics,4670.12,OnePlus,OnePlus Mi Power Bank 10000mAh available in Indian market.,8900000000939
940,Frooti Mango Drink,Beverages,3396.04,PepsiCo,PepsiCo Frooti Mango Drink available in Indian market.,8900000000940
941,Britannia Cheese Slices,Dairy,947.91,Mother Dairy,Mother Dairy Britannia Cheese Slices available in Indian market.,8900000000941
942,Fair & Lovely Cream,Personal Care,3983.64,Colgate,Colgate Fair & Lovely Cream available in Indian market.,8900000000942
943,Red Bull,Beverages,4725.63,Parle Agro,Parle Agro Red Bull available in Indian market.,8900000000943
944,Fortune Sunflower Oil,Food,83.83,Haldiram,Haldiram Fortune Sunflower Oil available in Indian market.,8900000000944
945,Ambi Pur Air Freshener,Home Care,1556.74,SC Johnson,SC Johnson Ambi Pur Air Freshener available in Indian market.,8900000000945
946,Govardhan Ghee,Dairy,2361.35,Govardhan,Govardhan Govardhan Ghee available in Indian market.,8900000000946
947,Nike Shoes,Fashion,1370.92,Van Heusen,Van Heusen Nike Shoes available in Indian market.,8900000000947
948,Philips Trimmer,Electronics,2274.8,Philips,Philips Philips Trimmer available in Indian market.,8900000000948
949,Samsung Charger,Electronics,514.51,HP,HP Samsung Charger available in Indian market.,8900000000949
950,Daawat Basmati Rice,Food,1285.89,Fortune,Fortune Daawat Basmati Rice available in Indian market.,8900000000950
951,Pears Soap,Personal Care,1352.6,Dettol,Dettol Pears Soap available in Indian market.,8900000000951
952,Coca-Cola 500ml,Beverages,981.24,Dabur,Dabur Coca-Cola 500ml available in Indian market.,8900000000952
953,Nike Shoes,Fashion,4979.83,Nike,Nike Nike Shoes available in Indian market.,8900000000953
954,Nike Shoes,Fashion,2347.61,Raymond,Raymond Nike Shoes available in Indian market.,8900000000954
955,Bisleri Water 1L,Beverages,4169.17,Dabur,Dabur Bisleri Water 1L available in Indian market.,8900000000955
956,Allen Solly Belt,Fashion,4647.82,Levis,Levis Allen Solly Belt available in Indian market.,8900000000956
957,Nestle Yogurt,Dairy,566.45,Amul,Amul Nestle Yogurt available in Indian market.,8900000000957
958,Puma Sports T-Shirt,Fashion,4079.86,Peter England,Peter England Puma Sports T-Shirt available in Indian market.,8900000000958
959,Zebronics Mouse,Electronics,4546.34,Samsung,Samsung Zebronics Mouse available in Indian market.,8900000000959
960,Colgate Toothpaste,Personal Care,4951.21,Dettol,Dettol Colgate Toothpaste available in Indian market.,8900000000960
961,Surf Excel,Home Care,4907.01,SC Johnson,SC Johnson Surf Excel available in Indian market.,8900000000961
962,Peter England Shirt,Fashion,3569.14,Puma,Puma Peter England Shirt available in Indian market.,8900000000962
963,Good Day Cookies,Food,774.58,Haldiram,Haldiram Good Day Cookies available in Indian market.,8900000000963
964,Levis Jeans,Fashion,1890.95,Raymond,Raymond Levis Jeans available in Indian market.,8900000000964
965,Red Label Tea,Food,4699.03,Nestle,Nestle Red Label Tea available in Indian market.,8900000000965
966,Real Fruit Juice,Beverages,3681.56,Dabur,Dabur Real Fruit Juice available in Indian market.,8900000000966
967,Nestle Yogurt,Dairy,4593.89,Amul,Amul Nestle Yogurt available in Indian market.,8900000000967
968,Mi Power Bank 10000mAh,Electronics,1008.22,Zebronics,Zebronics Mi Power Bank 10000mAh available in Indian market.,8900000000968
969,Mi Power Bank 10000mAh,Electronics,2775.69,Samsung,Samsung Mi Power Bank 10000mAh available in Indian market.,8900000000969
970,Nestle Yogurt,Dairy,483.1,Mother Dairy,Mother Dairy Nestle Yogurt available in Indian market.,8900000000970
971,Fair & Lovely Cream,Personal Care,2022.04,Emami,Emami Fair & Lovely Cream available in Indian market.,8900000000971
972,Levis Jeans,Fashion,1885.63,Van Heusen,Van Heusen Levis Jeans available in Indian market.,8900000000972
973,Mother Dairy Dahi,Dairy,489.47,Britannia,Britannia Mother Dairy Dahi available in Indian market.,8900000000973
974,Mi Power Bank 10000mAh,Electronics,958.85,OnePlus,OnePlus Mi Power Bank 10000mAh available in Indian market.,8900000000974
975,Harpic Toilet Cleaner,Home Care,4621.07,Godrej,Godrej Harpic Toilet Cleaner available in Indian market.,8900000000975
976,Amul Paneer,Dairy,3819.88,Amul,Amul Amul Paneer available in Indian market.,8900000000976
977,Frooti Mango Drink,Beverages,2088.27,PepsiCo,PepsiCo Frooti Mango Drink available in Indian market.,8900000000977
978,Raymond Formal Pants,Fashion,4105.7,Peter England,Peter England Raymond Formal Pants available in Indian market.,8900000000978
979,Paper Boat Drink,Beverages,4380.36,Parle Agro,Parle Agro Paper Boat Drink available in Indian market.,8900000000979
980,Samsung Charger,Electronics,97.97,Mi,Mi Samsung Charger available in Indian market.,8900000000980
981,Samsung Charger,Electronics,3446.1,Samsung,Samsung Samsung Charger available in Indian market.,8900000000981
982,Amul Taaza Milk,Dairy,738.81,Govardhan,Govardhan Amul Taaza Milk available in Indian market.,8900000000982
983,Aashirvaad Atta,Food,2694.37,Tata,Tata Aashirvaad Atta available in Indian market.,8900000000983
984,Aashirvaad Atta,Food,600.73,Britannia,Britannia Aashirvaad Atta available in Indian market.,8900000000984
985,Vim Dishwash Gel,Home Care,560.92,SC Johnson,SC Johnson Vim Dishwash Gel available in Indian market.,8900000000985
986,Aashirvaad Atta,Food,2468.2,ITC,ITC Aashirvaad Atta available in Indian market.,8900000000986
987,Frooti Mango Drink,Beverages,4825.95,Parle Agro,Parle Agro Frooti Mango Drink available in Indian market.,8900000000987
988,Allen Solly Belt,Fashion,2844.48,Allen Solly,Allen Solly Allen Solly Belt available in Indian market.,8900000000988
989,Lizol Floor Cleaner,Home Care,4901.58,P&G,P&G Lizol Floor Cleaner available in Indian market.,8900000000989
990,Raymond Formal Pants,Fashion,4811.33,Nike,Nike Raymond Formal Pants available in Indian market.,8900000000990
991,Tropicana Orange Juice,Beverages,1841.19,PepsiCo,PepsiCo Tropicana Orange Juice available in Indian market.,8900000000991
992,Vim Dishwash Gel,Home Care,3525.8,SC Johnson,SC Johnson Vim Dishwash Gel available in Indian market.,8900000000992
993,Britannia Bread,Food,1191.91,Fortune,Fortune Britannia Bread available in Indian market.,8900000000993
994,Bata Sandals,Fashion,1638.03,Allen Solly,Allen Solly Bata Sandals available in Indian market.,8900000000994
995,Fair & Lovely Cream,Personal Care,4877.8,Pears,Pears Fair & Lovely Cream available in Indian market.,8900000000995
996,Red Bull,Beverages,2447.5,PepsiCo,PepsiCo Red Bull available in Indian market.,8900000000996
997,Nestle Yogurt,Dairy,4098.63,Britannia,Britannia Nestle Yogurt available in Indian market.,8900000000997
998,Vim Dishwash Gel,Home Care,4408.34,Hindustan Unilever,Hindustan Unilever Vim Dishwash Gel available in Indian market.,8900000000998
999,Amul Butter,Dairy,1936.65,Govardhan,Govardhan Amul Butter available in Indian market.,8900000000999
1000,Levis Jeans,Fashion,1874.86,Van Heusen,Van Heusen Levis Jeans available in Indian market.,8900000001000
1001,Philips Trimmer,Electronics,406.44,Samsung,Samsung Philips Trimmer available in Indian market.,8900000001001
1002,Frooti Mango Drink,Beverages,3106.74,Coca-Cola,Coca-Cola Frooti Mango Drink available in Indian market.,8900000001002
1003,Sunsilk Conditioner,Personal Care,4318.51,Hindustan Unilever,Hindustan Unilever Sunsilk Conditioner available in Indian market.,8900000001003
1004,Maggi Noodles,Food,3249.07,Parle,Parle Maggi Noodles available in Indian market.,8900000001004
1005,Vim Dishwash Gel,Home Care,4877.23,SC Johnson,SC Johnson Vim Dishwash Gel available in Indian market.,8900000001005
1006,Amul Cheese,Dairy,578.33,Nestle,Nestle Amul Cheese available in Indian market.,8900000001006
1007,Haldiram Bhujia,Food,401.61,Parle,Parle Haldiram Bhujia available in Indian market.,8900000001007
1008,Colgate Toothpaste,Personal Care,4873.85,Colgate,Colgate Colgate Toothpaste available in Indian market.,8900000001008
1009,Bata Sandals,Fashion,870.64,Van Heusen,Van Heusen Bata Sandals available in Indian market.,8900000001009
1010,Mother Dairy Dahi,Dairy,1349.43,Amul,Amul Mother Dairy Dahi available in Indian market.,8900000001010
1011,Bata Sandals,Fashion,1608.13,Van Heusen,Van Heusen Bata Sandals available in Indian market.,8900000001011
1012,Paper Boat Drink,Beverages,2014.41,Coca-Cola,Coca-Cola Paper Boat Drink available in Indian market.,8900000001012
